micros,adc0,adc1
30000000,0.0000000000,0.8406646728
40000000,0.3128054618,0.9579667091
50000000,0.6256109237,1.0703812837
60000000,0.9530791282,1.2072336673
70000000,1.2609970569,1.3343108892
80000000,1.7790811061,1.5493645668
90000000,1.4662756919,1.4271749496
100000000,1.1339198350,1.2903225421
110000000,0.8260019302,1.1485825777
120000000,0.4740957736,1.0215053558
130000000,0.0000000000,0.8357770919
