micros,adc0,adc1
20000000,0.0000000000,0.8406646728
30000000,0.2785923719,0.9433039665
40000000,0.6109481811,1.0654937028
50000000,0.9433039665,1.1925709247
60000000,1.2805473804,1.3440860509
70000000,1.7741935253,1.5542521476
80000000,1.4711632728,1.4222873687
90000000,1.1436949968,1.2756597995
100000000,0.8113391876,1.1827956390
110000000,0.4887585639,1.0166177749
120000000,0.0048875851,0.8455523490
