micros,adc0,adc1
40000000,0.0048875851,0.8455523490
50000000,0.2932551193,0.9530791282
60000000,0.6353860855,1.0703812837
70000000,0.9481915473,1.2023460865
80000000,1.2609970569,1.3294233083
90000000,1.7741935253,1.5542521476
100000000,1.4711632728,1.4173997879
110000000,1.1192570924,1.2756597995
120000000,0.8113391876,1.1485825777
130000000,0.4936461448,1.0215053558
140000000,0.0000000000,0.8406646728
