micros,adc0,adc1
20000000,0.0000000000,0.8553275108
30000000,0.2932551193,0.9579667091
40000000,0.6256109237,1.0654937028
50000000,0.9481915473,1.2023460865
60000000,1.2609970569,1.3391984701
70000000,1.7839686870,1.5493645668
80000000,1.4467253684,1.4173997879
90000000,1.1339198350,1.2805473804
100000000,0.8211143493,1.1436949968
110000000,0.5034213066,1.0410556793
120000000,0.0000000000,0.8357770919
