micros,adc0,adc1
20000000,0.0000000000,0.8699902534
30000000,0.2981427192,0.9481915473
40000000,0.6256109237,1.0850440216
50000000,0.9579667091,1.2170088291
60000000,1.2707722187,1.3440860509
70000000,1.7741935253,1.5444769859
80000000,1.4662756919,1.4173997879
90000000,1.1388074159,1.2903225421
100000000,0.7917888641,1.1485825777
110000000,0.4789833545,1.0068426132
120000000,0.0000000000,0.8308895111
