 ,Area,Mean,StdDev,Min,Max,Perim.,Circ.,Feret,IntDen,Median,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,814.0,25.789,19.073,0,106,120.569,0.704,41.881,20992,20,4.614,100,20992,380,33,146.689,29.000,1.512,0.661,0.907
2,775,28.708,21.621,1,107,135.539,0.530,46.755,22249,22,3.641,100,22249,171,33,131.532,28.522,1.742,0.574,0.800
3,368,45.201,22.363,2,107,94.225,0.521,34.713,16634,42,0.273,100,16634,283,34,131.496,18.336,2.026,0.494,0.764
4,446,25.547,18.071,2,107,95.497,0.615,41.000,11394,21,5.935,100,11394,431,66,167.320,16.474,2.618,0.382,0.909
5,2,82.000,2.828,80,84,5.657,0.785,2.828,164,84,-2.000,100,164,312,68,135.000,1.414,2.646,0.378,0.667
6,899,29.234,22.989,1,107,189.823,0.314,60.299,26281,20,2.056,100,26281,271,87,174.289,25.995,2.893,0.346,0.698
7,355,30.346,23.612,1,107,97.397,0.470,30.610,10773,23,1.704,100,10773,377,103,141.633,22.256,1.247,0.802,0.732
8,407,28.811,23.458,3,105,97.154,0.542,33.242,11726,20,1.816,100,11726,113,118,21.161,21.536,1.762,0.568,0.817
9,925,22.626,21.917,0,107,160.267,0.453,48.052,20929,15,4.043,100,20929,456,122,102.011,35.658,1.868,0.535,0.727
10,58,44.138,26.690,10,106,30.627,0.777,12.166,2560,36,-0.245,100,2560,525,130,170.538,8.000,1.372,0.729,0.806
11,257,27.926,24.820,2,107,80.184,0.502,28.636,7177,18,2.056,100,7177,545,163,65.225,14.000,2.250,0.444,0.828
12,854,24.270,22.099,1,107,125.497,0.681,47.434,20727,16,3.721,100,20727,96,162,18.435,23.000,2.055,0.487,0.919
13,710,20.908,19.484,1,107,105.397,0.803,39.812,14845,16,7.948,100,14845,213,161,11.592,25.000,1.554,0.643,0.928
14,250,46.208,23.788,5,107,85.598,0.429,31.780,11552,45,-0.290,100,11552,357,160,24.146,17.000,1.933,0.517,0.678
15,26,41.962,30.047,3,105,19.556,0.854,7.280,1091,38,-0.754,100,1091,513,163,74.055,6.000,1.169,0.855,0.825
16,1,104.000,0.000,104,104,2.828,1.000,1.414,104,104,NaN,100,104,283,172,135.000,1.000,1.000,1.000,1.000
17,4,86.250,9.912,73,97,8.243,0.740,4.123,345,88,-0.966,100,345,169,173,165.964,1.000,4.000,0.250,1.000
18,38,51.789,28.604,11,96,26.385,0.686,12.207,1968,44,-1.371,100,1968,520,181,34.992,5.200,2.693,0.371,0.835
19,4,84.500,14.457,71,105,7.657,0.857,3.162,338,81,-0.862,100,338,459,178,108.435,2.000,1.468,0.681,0.800
20,1020,24.986,25.361,0,107,212.593,0.284,53.141,25486,15,1.958,100,25486,335,211,19.799,34.083,1.835,0.545,0.673
21,1070,30.710,22.740,3,107,145.924,0.631,51.624,32860,21,1.891,100,32860,509,208,21.595,34.643,1.295,0.772,0.875
22,32,45.375,28.714,10,102,20.385,0.968,7.616,1452,35,-1.034,100,1452,279,226,23.199,6.364,1.176,0.850,0.853
23,179,28.609,27.341,0,105,56.527,0.704,19.416,5121,17,0.569,100,5121,421,239,55.491,15.000,1.362,0.734,0.888
24,2135,22.249,20.260,0,107,274.434,0.356,71.169,47501,16,6.156,100,47501,442,279,17.162,58.144,1.270,0.788,0.706
25,24,56.375,27.855,11,96,18.485,0.883,8.062,1353,62,-1.110,100,1353,533,230,29.745,4.000,1.935,0.517,0.923
26,723,18.833,21.980,0,106,134.610,0.501,46.098,13616,10,4.977,100,13616,280,232,155.659,25.239,1.634,0.612,0.804
27,850,29.853,24.713,1,107,204.309,0.256,59.506,25375,20,1.348,100,25375,220,248,155.158,31.483,2.695,0.371,0.570
28,18,51.722,28.670,10,101,14.485,1.000,5.831,931,44,-1.055,100,931,323,244,149.036,4.000,1.248,0.801,0.947
29,9,81.667,18.062,46,106,9.899,1.000,4.472,735,87,-0.238,100,735,339,247,26.565,3.000,1.340,0.746,0.857
30,400,22.863,21.190,0,107,80.527,0.775,29.000,9145,16,5.038,100,9145,111,245,136.397,21.000,1.222,0.819,0.897
31,170,32.582,26.010,2,107,56.184,0.677,20.396,5539.000,22,0.646,100,5539.000,97,297,11.310,12.969,1.552,0.644,0.865
32,869,24.627,20.607,1,107,130.610,0.640,47.676,21401,18,4.814,100,21401,376,296,170.340,27.784,1.702,0.588,0.877
33,283,50.866,30.092,1,107,116.610,0.262,38.949,14395,47,-1.314,100,14395,247,320,60.803,17.786,2.546,0.393,0.551
34,705,24.748,19.001,1,106,123.054,0.585,37.696,17447,20,5.202,100,17447,180,338,68.199,30.000,1.097,0.912,0.863
35,14,73.286,22.217,18,97,12.728,1.000,5.385,1026,76,0.662,100,1026,97,308,21.801,4.000,1.264,0.791,0.848
36,231,21.485,21.996,0,104,62.426,0.745,24.515,4963,15,3.654,100,4963,338,310,168.232,15.000,1.565,0.639,0.885
37,1,104.000,0.000,104,104,2.828,1.000,1.414,104,104,NaN,100,104,419,309,135.000,1.000,1.000,1.000,1.000
38,48,46.042,30.523,5,107,28.971,0.719,10.817,2210,41,-0.788,100,2210,185,354,123.690,7.143,1.543,0.648,0.807
39,8,79.500,14.263,54,100,9.071,1.000,4.243,636,81,-0.461,100,636,269,366,45.000,3.000,1.229,0.814,0.941
40,1194,25.183,16.798,1,107,139.054,0.776,48.918,30068,21,8.497,100,30068,357,396,130.855,34.487,1.377,0.726,0.917
41,274,34.730,24.842,1,107,70.426,0.694,26.401,9516,26,0.238,100,9516,216,413,127.304,16.760,1.682,0.594,0.832
42,438,36.530,23.108,1,107,103.640,0.512,30.150,16000,29,1.886,100,16000,382,442,174.289,24.042,1.276,0.784,0.790
