 ,Area,Mean,StdDev,Min,Max,Perim.,Circ.,Feret,IntDen,Median,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,3.0,140.000,2.000,138,142,5.657,1.000,2.828,420.000,140,-1.500,100,420.000,307,4,135.000,2.000,1.464,0.683,0.857
2,18,131.833,25.433,86,161,20.971,0.514,10.000,2373.000,145,-1.282,100,2373.000,313,9,143.130,3.748,3.510,0.285,0.692
3,26,117.577,30.437,62,160,19.314,0.876,7.616,3057.000,125,-1.138,100,3057.000,308,14,156.801,5.000,1.540,0.649,0.867
4,17,105.118,36.095,40,155,13.899,1.000,5.831,1787.000,109,-1.117,100,1787.000,340,18,30.964,4.000,1.263,0.792,0.919
5,1648,38.735,38.867,0,162,230.693,0.389,71.176,63836.000,22,2.067,100,63836.000,305,48,4.028,40.655,2.331,0.429,0.738
6,1,158.000,0.000,158,158,2.828,1.000,1.414,158.000,158,NaN,100,158.000,206,23,135.000,1.000,1.000,1.000,1.000
7,1475,38.843,37.465,0,162,178.995,0.579,64.498,57294.000,24,3.137,100,57294.000,467,27,172.875,34.000,1.976,0.506,0.880
8,90,108.844,41.557,21,162,51.941,0.419,16.125,9796.000,116,-1.016,100,9796.000,198,30,7.125,12.000,1.466,0.682,0.647
9,20,103.250,40.178,40,162,16.728,0.898,6.708,2065.000,111,-1.314,100,2065.000,247,37,153.435,4.472,1.591,0.629,0.833
10,1,162.000,0.000,162,162,2.828,1.000,1.414,162.000,162,NaN,100,162.000,87,41,135.000,1.000,1.000,1.000,1.000
11,80,63.825,42.549,10,159,32.385,0.959,12.042,5106.000,46,-0.569,100,5106.000,247,43,138.366,9.000,1.226,0.816,0.930
12,5,137.200,22.993,107,162,7.657,1.000,3.606,686.000,139,-1.448,100,686.000,285,48,146.310,2.000,1.553,0.644,0.909
13,22,112.045,34.036,36,161,17.314,0.922,7.810,2465.000,114,-0.723,100,2465.000,456,52,140.194,4.919,1.676,0.597,0.898
14,323,48.099,40.639,4,162,75.012,0.721,28.460,15536.000,30,0.855,100,15536.000,441,74,18.435,16.565,1.788,0.559,0.903
15,2849,31.379,36.572,0,162,330.333,0.328,92.655,89398.000,16,3.606,100,89398.000,274,68,136.312,56.919,1.670,0.599,0.776
16,3,153.667,13.577,138,162,5.657,1.000,2.828,461.000,161,-1.500,100,461.000,170,71,135.000,2.000,1.464,0.683,0.857
17,2,141.000,4.243,138,144,4.243,1.000,2.236,282.000,144,-2.000,100,282.000,130,73,153.435,1.000,2.000,0.500,1.000
18,15,105.533,32.765,46,156,13.899,0.976,5.831,1583.000,101,-0.853,100,1583.000,447,85,30.964,4.000,1.187,0.843,0.857
19,665,37.250,41.956,0,162,113.640,0.647,39.812,24771.000,20,1.773,100,24771.000,376,84,101.592,24.000,1.639,0.610,0.875
20,177,60.887,43.634,10,162,51.698,0.832,20.248,10777.000,40,-0.211,100,10777.000,530,88,159.775,13.000,1.574,0.635,0.898
21,6,143.667,16.633,121,159,8.485,1.000,3.606,862.000,155,-1.494,100,862.000,154,87,33.690,2.828,1.291,0.775,0.800
