micros,adc0,adc1
20000000,5.0000000000,0.0000000000
30000000,5.0000000000,0.0391006832
40000000,5.0000000000,0.5620723247
50000000,5.0000000000,1.0215053558
60000000,4.9951124191,1.5786901473
70000000,5.0000000000,2.1212120056
80000000,4.9951124191,2.7663733959
90000000,5.0000000000,3.3137829303
100000000,5.0000000000,4.1788854598
110000000,5.0000000000,4.2864127159
120000000,5.0000000000,4.8484849929
130000000,5.0000000000,5.0000000000
