micros,adc0,adc1
30000000,5.0000000000,0.0000000000
40000000,5.0000000000,0.0293255119
50000000,5.0000000000,0.4838709354
60000000,5.0000000000,0.9824047088
70000000,5.0000000000,1.5395894050
80000000,5.0000000000,2.0723361968
90000000,5.0000000000,2.6099705696
100000000,5.0000000000,3.1964809894
110000000,5.0000000000,3.7341153621
120000000,5.0000000000,4.3059630393
130000000,5.0000000000,4.9511241912
140000000,5.0000000000,5.0000000000
