micros,adc0,adc1
30000000,0.0000000000,0.0097751703
40000000,0.0000000000,0.7233626842
50000000,0.0000000000,3.6265883445
60000000,5.0000000000,5.0000000000
70000000,5.0000000000,5.0000000000
80000000,5.0000000000,5.0000000000
90000000,5.0000000000,5.0000000000
100000000,5.0000000000,5.0000000000
110000000,4.9951124191,5.0000000000
