micros,adc0,adc1
30000000,5.0000000000,0.0000000000
40000000,5.0000000000,0.0830889606
50000000,5.0000000000,0.5083088874
60000000,5.0000000000,1.0117301940
70000000,4.9951124191,1.6177907943
80000000,5.0000000000,2.1407625675
90000000,5.0000000000,2.7370479106
100000000,5.0000000000,3.2306940555
110000000,5.0000000000,3.8367546081
120000000,5.0000000000,4.3646140098
130000000,5.0000000000,4.9804496765
140000000,4.9951124191,5.0000000000
