 ,Area,Mean,StdDev,Min,Max,Perim.,Circ.,Feret,IntDen,Median,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,24.0,113.792,11.077,96,137,17.899,0.941,7.810,2731,111,-0.690,100,2731,0,6,50.194,5.000,1.435,0.697,0.941
2,1,135.000,0.000,135,135,2.828,1.000,1.414,135,135,NaN,100,135,188,8,135.000,1.000,1.000,1.000,1.000
3,1,137.000,0.000,137,137,2.828,1.000,1.414,137,137,NaN,100,137,94,12,135.000,1.000,1.000,1.000,1.000
4,2,118.500,7.778,113,124,5.657,0.785,2.828,237,124,-2.000,100,237,336,21,45.000,1.414,2.646,0.378,0.667
5,24,121.125,12.540,95,137,20.385,0.726,8.602,2907,127,-0.699,100,2907,148,37,35.538,4.600,2.062,0.485,0.774
6,1,137.000,0.000,137,137,2.828,1.000,1.414,137,137,NaN,100,137,354,34,135.000,1.000,1.000,1.000,1.000
7,1,135.000,0.000,135,135,2.828,1.000,1.414,135,135,NaN,100,135,36,38,135.000,1.000,1.000,1.000,1.000
8,2,136.500,0.707,136,137,5.657,0.785,2.828,273,137,-2.000,100,273,479,39,135.000,1.414,2.646,0.378,0.667
9,4,133.000,3.651,129,137,7.657,0.857,3.162,532,135,-1.640,100,532,456,42,108.435,2.000,1.468,0.681,0.800
10,6,125.000,10.080,107,136,7.657,1.000,3.606,750,128,-0.161,100,750,166,51,146.310,2.000,1.500,0.667,1.000
11,1,134.000,0.000,134,134,2.828,1.000,1.414,134,134,NaN,100,134,204,54,135.000,1.000,1.000,1.000,1.000
12,23,113.478,14.607,89,137,17.314,0.964,7.211,2610,114,-1.023,100,2610,143,66,33.690,5.000,1.495,0.669,0.885
13,1,132.000,0.000,132,132,2.828,1.000,1.414,132,132,NaN,100,132,538,62,135.000,1.000,1.000,1.000,1.000
14,1,128.000,0.000,128,128,2.828,1.000,1.414,128,128,NaN,100,128,155,65,135.000,1.000,1.000,1.000,1.000
15,1,137.000,0.000,137,137,2.828,1.000,1.414,137,137,NaN,100,137,152,68,135.000,1.000,1.000,1.000,1.000
16,1,129.000,0.000,129,129,2.828,1.000,1.414,129,129,NaN,100,129,169,71,135.000,1.000,1.000,1.000,1.000
17,1,133.000,0.000,133,133,2.828,1.000,1.414,133,133,NaN,100,133,267,71,135.000,1.000,1.000,1.000,1.000
18,9,133.222,2.438,130,137,16.142,0.434,6.325,1199,133,-1.279,100,1199,128,72,108.435,3.000,2.370,0.422,0.643
19,1,137.000,0.000,137,137,2.828,1.000,1.414,137,137,NaN,100,137,121,77,135.000,1.000,1.000,1.000,1.000
20,9,133.000,7.053,115,137,10.485,1.000,5.000,1197,136,3.019,100,1197,408,78,143.130,3.000,1.539,0.650,0.900
21,2,134.500,0.707,134,135,5.657,0.785,2.828,269,135,-2.000,100,269,22,80,135.000,1.414,2.646,0.378,0.667
