 ,Area,Mean,StdDev,Min,Max,Perim.,Circ.,Feret,IntDen,Median,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,1.0,119.000,0.000,119,119,2.828,1.000,1.414,119,119,352.999,0,119,404,0,135.000,1.000,1.000,1.000,1.000
2,14,105.143,9.113,91,120,19.799,0.449,7.211,1472,108,-82.996,0,1472,0,2,146.310,4.243,1.889,0.529,0.636
3,2,111.000,5.657,107,115,5.657,0.785,2.828,222,115,-2.000,0,222,258,10,135.000,1.414,2.646,0.378,0.667
4,2,117.000,1.414,116,118,5.657,0.785,2.828,234,118,-2.000,0,234,256,12,135.000,1.414,2.646,0.378,0.667
5,11,122.909,4.888,114,130,22.627,0.270,6.325,1352,124,-11015.754,0,1352,291,15,161.565,5.000,1.179,0.848,0.478
6,4,127.500,3.000,124,130,8.485,0.698,3.162,510,130,-2758.937,0,510,587,15,108.435,2.828,1.000,1.000,0.571
7,15,113.333,10.132,94,126,18.971,0.524,6.325,1700,117,-174.875,0,1700,296,18,108.435,5.000,1.248,0.801,0.625
8,7,118.143,8.194,108,129,14.728,0.406,4.472,827,121,119.131,0,827,31,19,116.565,3.000,1.318,0.759,0.636
9,1,112.000,0.000,112,112,2.828,1.000,1.414,112,112,332.000,0,112,267,19,135.000,1.000,1.000,1.000,1.000
10,29,103.207,10.890,84,121,22.385,0.727,8.944,2993,103,9.133,0,2993,78,22,153.435,5.657,1.553,0.644,0.806
11,1,114.000,0.000,114,114,2.828,1.000,1.414,114,114,338.000,0,114,266,22,135.000,1.000,1.000,1.000,1.000
12,7,112.571,6.997,100,122,16.971,0.305,5.099,788,112,95.650,0,788,413,25,101.310,4.000,1.265,0.791,0.467
13,2,122.500,3.536,120,125,5.657,0.785,2.828,245,125,-1082.388,0,245,0,26,135.000,1.414,2.646,0.378,0.667
14,1,126.000,0.000,126,126,2.828,1.000,1.414,126,126,373.999,0,126,85,27,135.000,1.000,1.000,1.000,1.000
15,431,94.334,13.164,57,125,137.581,0.286,48.021,40658,94,-0.325,0,40658,371,29,148.627,21.503,2.430,0.411,0.625
16,40,115.125,12.871,88,132,29.456,0.579,10.296,4605,117,-6.902,0,4605,561,36,29.055,6.364,1.659,0.603,0.741
17,28,121.036,7.249,106,134,26.627,0.496,11.662,3389,123,100.017,0,3389,591,29,120.964,4.200,3.307,0.302,0.718
18,1,131.000,0.000,131,131,2.828,1.000,1.414,131,131,389.008,0,131,402,30,135.000,1.000,1.000,1.000,1.000
19,140,87.800,20.616,51,127,51.255,0.670,17.205,12292,85,-1.089,0,12292,195,46,35.538,11.876,1.447,0.691,0.846
20,1,131.000,0.000,131,131,2.828,1.000,1.414,131,131,-397.008,0,131,411,37,135.000,1.000,1.000,1.000,1.000
21,10,116.800,5.412,109,123,22.627,0.245,6.325,1168,117,-66987.020,0,1168,416,45,71.565,5.000,1.222,0.818,0.435
22,13,112.000,12.083,93,130,16.971,0.567,6.403,1456,114,25.791,0,1456,635,52,128.660,4.243,1.389,0.720,0.667
23,167,96.982,13.136,67,124,62.669,0.534,22.847,16196,96,4.410,0,16196,301,53,113.199,12.578,2.038,0.491,0.795
24,108,92.741,23.027,43,132,47.355,0.605,18.028,10016,97,-0.436,0,10016,606,54,123.690,10.590,1.835,0.545,0.777
25,3,127.333,1.528,126,129,8.485,0.524,4.243,382,127,-1.500,0,382,555,57,135.000,1.414,4.123,0.243,0.600
26,41,116.000,7.807,96,130,45.355,0.250,12.649,4756,117,46.398,0,4756,477,65,161.565,8.000,1.924,0.520,0.532
27,6,108.500,14.096,83,122,10.485,0.686,4.472,651,113,15.314,0,651,638,64,116.565,2.000,2.119,0.472,0.800
28,11,113.818,6.631,98,121,16.142,0.530,6.325,1252,114,156.071,0,1252,470,66,108.435,3.000,1.925,0.519,0.733
29,1,129.000,0.000,129,129,2.828,1.000,1.414,129,129,NaN,0,129,459,67,135.000,1.000,1.000,1.000,1.000
30,33,102.788,11.858,81,124,21.556,0.892,7.616,3392,104,-8.168,0,3392,376,68,113.199,6.957,1.065,0.939,0.868
31,11,123.455,3.643,117,129,16.728,0.494,7.071,1358,123,-6218.547,0,1358,139,69,171.870,3.000,2.513,0.398,0.688
32,8,113.000,6.188,104,119,16.971,0.349,5.831,904,115,-405.223,0,904,361,69,120.964,3.795,1.597,0.626,0.500
33,10,116.500,8.644,101,125,16.971,0.436,5.385,1165,122,-1.015,0,1165,345,71,158.199,4.000,1.364,0.733,0.625
34,3,121.333,4.933,118,127,6.243,0.967,3.162,364,119,-1.500,0,364,473,70,161.565,1.000,3.000,0.333,1.000
35,1,127.000,0.000,127,127,2.828,1.000,1.414,127,127,376.999,0,127,373,71,135.000,1.000,1.000,1.000,1.000
36,142,95.817,13.566,61,128,77.640,0.296,27.166,13606,96,-2.671,0,13606,125,73,96.340,12.510,2.510,0.398,0.540
37,92,102.065,12.136,77,132,52.770,0.415,21.587,9390,102,4.004,0,9390,389,73,166.608,7.670,3.390,0.295,0.702
38,278,89.076,19.729,44,130,91.497,0.417,32.280,24763,88,-1.810,0,24763,609,84,16.189,15.221,3.009,0.332,0.699
39,1,124.000,0.000,124,124,2.828,1.000,1.414,124,124,NaN,0,124,457,75,135.000,1.000,1.000,1.000,1.000
40,5,128.200,5.762,118,132,11.899,0.444,4.472,641,130,-2958.944,0,641,430,81,26.565,2.828,1.788,0.559,0.556
41,79,101.430,12.936,71,128,45.113,0.488,15.524,8013,101,5.596,0,8013,66,90,14.931,9.000,1.972,0.507,0.728
42,51,102.882,6.967,85,119,56.184,0.203,17.263,5247,103,60.460,0,5247,361,87,169.992,7.495,2.759,0.362,0.520
43,8,112.875,9.372,95,125,14.142,0.503,5.099,903,115,34.393,0,903,615,89,101.310,3.795,1.448,0.691,0.571
44,1,122.000,0.000,122,122,2.828,1.000,1.414,122,122,361.999,0,122,542,92,135.000,1.000,1.000,1.000,1.000
45,141,91.241,16.922,53,124,56.426,0.556,20.125,12865,92,-1.855,0,12865,303,105,26.565,11.628,1.875,0.533,0.797
46,2,103.500,2.121,102,105,4.828,1.000,2.236,207,105,528.110,0,207,370,94,116.565,1.000,2.000,0.500,1.000
47,1,102.000,0.000,102,102,2.828,1.000,1.414,102,102,-310.000,0,102,364,95,135.000,1.000,1.000,1.000,1.000
48,8,105.875,3.044,102,109,18.971,0.279,7.211,847,107,562.923,0,847,369,101,56.310,3.200,3.013,0.332,0.500
49,99,94.061,15.796,61,123,42.770,0.680,15.264,9312,94,-1.143,0,9312,397,105,31.608,11.094,1.335,0.749,0.811
50,1,120.000,0.000,120,120,2.828,1.000,1.414,120,120,NaN,0,120,135,97,135.000,1.000,1.000,1.000,1.000
51,11,97.818,9.282,87,116,22.627,0.270,7.280,1076,95,-20.229,0,1076,361,99,164.055,4.919,1.799,0.556,0.440
52,1,123.000,0.000,123,123,2.828,1.000,1.414,123,123,NaN,0,123,125,99,135.000,1.000,1.000,1.000,1.000
53,961,81.297,19.868,37,130,182.693,0.362,54.589,78126,82,-0.873,0,78126,581,130,8.427,35.855,1.552,0.644,0.666
54,12,112.833,11.598,90,127,18.385,0.446,5.831,1354,116,-0.444,0,1354,283,105,149.036,4.427,1.260,0.793,0.571
55,1,130.000,0.000,130,130,2.828,1.000,1.414,130,130,-394.008,0,130,305,108,135.000,1.000,1.000,1.000,1.000
56,13,113.077,12.984,88,125,12.728,1.000,5.385,1470,116,-0.553,0,1470,300,113,21.801,4.000,1.312,0.762,0.812
57,289,93.869,17.926,48,128,106.853,0.318,27.586,27128,96,-1.057,0,27128,355,114,133.531,17.908,1.387,0.721,0.757
58,1,118.000,0.000,118,118,2.828,1.000,1.414,118,118,349.999,0,118,32,114,135.000,1.000,1.000,1.000,1.000
59,117,101.376,13.109,69,126,66.326,0.334,19.925,11861,103,-11.258,0,11861,332,120,162.474,12.089,2.087,0.479,0.632
60,7,111.857,7.669,105,123,13.314,0.496,4.472,783,109,-1.292,0,783,118,120,116.565,3.000,1.219,0.820,0.636
61,9,116.667,8.485,97,126,18.485,0.331,5.831,1050,116,101.894,0,1050,423,125,120.964,3.000,1.582,0.632,0.692
62,1,108.000,0.000,108,108,2.828,1.000,1.414,108,108,320.000,0,108,580,126,135.000,1.000,1.000,1.000,1.000
63,1,125.000,0.000,125,125,2.828,1.000,1.414,125,125,NaN,0,125,336,129,135.000,1.000,1.000,1.000,1.000
64,8,118.875,8.758,107,130,11.899,0.710,4.472,951,121,-90.995,0,951,566,132,116.565,3.000,1.313,0.762,0.727
65,2,124.500,4.950,121,128,5.657,0.785,2.828,249,128,461.348,0,249,538,135,45.000,1.414,2.646,0.378,0.667
66,1,130.000,0.000,130,130,2.828,1.000,1.414,130,130,-394.008,0,130,309,137,135.000,1.000,1.000,1.000,1.000
67,2,124.000,2.828,122,126,5.657,0.785,2.828,248,126,334.588,0,248,360,138,135.000,1.414,2.646,0.378,0.667
68,7,118.429,3.780,113,122,11.314,0.687,4.472,829,120,526.878,0,829,276,143,26.565,2.828,1.586,0.631,0.636
69,1,129.000,0.000,129,129,2.828,1.000,1.414,129,129,-391.008,0,129,52,142,135.000,1.000,1.000,1.000,1.000
70,1,128.000,0.000,128,128,2.828,1.000,1.414,128,128,NaN,0,128,183,145,135.000,1.000,1.000,1.000,1.000
71,184,87.283,20.488,36,129,74.569,0.416,23.537,16060,91,-0.568,0,16060,279,156,12.265,14.000,1.999,0.500,0.701
72,1,122.000,0.000,122,122,2.828,1.000,1.414,122,122,NaN,0,122,183,147,135.000,1.000,1.000,1.000,1.000
73,24,104.792,12.322,69,121,20.385,0.726,7.616,2515,107,-4.831,0,2515,127,158,66.801,5.000,1.527,0.655,0.828
74,35,96.257,8.336,73,112,37.698,0.309,12.806,3369,98,43.789,0,3369,76,160,128.660,7.071,1.942,0.515,0.530
75,13,98.385,9.820,85,111,16.142,0.627,6.325,1279,99,-57.548,0,1279,123,163,108.435,4.000,1.363,0.734,0.650
76,6,106.833,5.529,100,113,12.728,0.465,5.099,641,110,222.448,0,641,65,165,168.690,2.530,2.385,0.419,0.545
77,3,123.333,1.528,122,125,8.485,0.524,4.243,370,123,963.586,0,370,316,164,135.000,1.414,4.123,0.243,0.600
78,1,114.000,0.000,114,114,2.828,1.000,1.414,114,114,-346.000,0,114,65,167,135.000,1.000,1.000,1.000,1.000
