 ,Area,Mean,StdDev,Min,Max,Perim.,Circ.,Feret,IntDen,Median,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,5.0,114.600,11.194,99,127,7.657,1.000,3.606,573.000,117,-375.154,0,573.000,47,3,56.310,2.000,1.553,0.644,0.909
2,1,121.000,0.000,121,121,2.828,1.000,1.414,121.000,121,358.999,0,121.000,412,0,135.000,1.000,1.000,1.000,1.000
3,3,125.000,10.817,116,137,5.657,1.000,2.828,375.000,122,-4106.606,0,375.000,141,3,135.000,2.000,1.464,0.683,0.857
4,3,98.000,4.583,93,102,6.828,0.809,3.162,294.000,99,250.940,0,294.000,55,4,108.435,1.000,3.000,0.333,1.000
5,21,121.381,16.317,87,142,20.142,0.650,8.602,2549.000,127,5.582,0,2549.000,129,9,35.538,4.608,1.895,0.528,0.792
6,4,107.000,9.933,93,115,7.657,0.857,3.162,428.000,113,-2607.665,0,428.000,382,6,108.435,2.000,1.468,0.681,0.800
7,19,101.789,19.205,71,138,20.971,0.543,8.246,1934.000,100,-0.914,0,1934.000,464,8,104.036,4.000,2.042,0.490,0.691
8,41,86.415,31.568,26,146,22.971,0.976,8.602,3543.000,82,-0.882,0,3543.000,328,25,125.538,7.000,1.201,0.833,0.882
9,1,133.000,0.000,133,133,2.828,1.000,1.414,133.000,133,NaN,0,133.000,314,30,135.000,1.000,1.000,1.000,1.000
10,3,116.333,4.509,112,121,8.485,0.524,4.243,349.000,116,-1022.961,0,349.000,124,35,45.000,1.414,4.123,0.243,0.600
11,3,117.667,7.234,113,126,5.657,1.000,2.828,353.000,114,216.885,0,353.000,320,35,45.000,2.000,1.464,0.683,0.857
12,338,45.139,29.218,8,134,72.426,0.810,25.179,15257.000,34,0.851,0,15257.000,571,50,6.843,19.160,1.256,0.796,0.900
13,15,133.933,11.640,111,152,17.556,0.612,8.062,2009.000,131,11.421,0,2009.000,110,40,150.255,3.400,2.818,0.355,0.682
14,1,108.000,0.000,108,108,2.828,1.000,1.414,108.000,108,-328.000,0,108.000,93,51,135.000,1.000,1.000,1.000,1.000
15,31,45.935,27.162,10,126,21.314,0.858,8.062,1424.000,42,0.455,0,1424.000,609,56,29.745,5.000,1.332,0.750,0.925
16,25,118.960,19.665,79,150,17.556,1.000,6.708,2974.000,121,-2.337,0,2974.000,72,59,26.565,5.657,1.185,0.844,0.862
17,179,109.743,21.751,51,162,81.640,0.337,25.000,19644.000,107,-0.121,0,19644.000,150,64,143.130,13.568,2.003,0.499,0.670
18,1,131.000,0.000,131,131,2.828,1.000,1.414,131.000,131,NaN,0,131.000,298,69,135.000,1.000,1.000,1.000,1.000
19,354,109.949,17.616,69,161,83.497,0.638,31.305,38922.000,105,0.378,0,38922.000,322,107,63.435,19.909,1.562,0.640,0.825
20,21,124.429,16.077,88,143,16.728,0.943,7.810,2613.000,129,9.468,0,2613.000,170,89,129.806,4.919,1.655,0.604,0.875
21,13,113.077,21.773,75,140,13.314,0.922,5.385,1470.000,113,0.985,0,1470.000,102,92,158.199,4.000,1.312,0.762,0.812
22,9,114.222,15.238,89,137,10.485,1.000,4.472,1028.000,117,-12.641,0,1028.000,480,107,63.435,3.000,1.340,0.746,0.857
23,96,75.427,33.722,24,143,40.042,0.752,15.297,7241.000,71,-1.003,0,7241.000,336,110,168.690,9.758,1.565,0.639,0.850
24,10,112.700,21.818,85,139,10.485,1.000,4.472,1127.000,126,-6.190,0,1127.000,397,118,153.435,3.000,1.327,0.753,0.909
25,2,119.500,13.435,110,129,5.657,0.785,2.828,239.000,129,75.989,0,239.000,194,129,45.000,1.414,2.646,0.378,0.667
26,45,84.867,30.535,37,148,24.385,0.951,9.434,3819.000,77,-0.916,0,3819.000,266,137,32.005,7.071,1.413,0.708,0.882
27,21,107.952,26.475,60,148,16.142,1.000,6.403,2267.000,111,-1.416,0,2267.000,204,141,38.660,4.950,1.272,0.786,0.857
28,5869,34.611,30.960,3,156,417.286,0.424,121.103,203132.000,23,2.373,0,203132.000,77,259,87.634,75.905,1.659,0.603,0.865
29,1,97.000,0.000,97,97,2.828,1.000,1.414,97.000,97,NaN,0,97.000,190,140,135.000,1.000,1.000,1.000,1.000
30,4,132.750,5.909,128,141,8.485,0.698,4.243,531.000,133,-6745.305,0,531.000,105,146,45.000,2.121,2.654,0.377,0.667
31,8,130.500,12.282,113,147,9.899,1.000,4.472,1044.000,135,-25.930,0,1044.000,277,146,26.565,3.000,1.308,0.764,0.800
32,68,109.941,22.774,64,155,36.971,0.625,16.155,7476.000,113,-0.592,0,7476.000,259,146,111.801,6.472,3.025,0.331,0.850
33,10,85.400,19.271,37,106,10.485,1.000,5.000,854.000,89,1.555,0,854.000,170,151,36.870,3.000,1.551,0.645,0.909
34,1,136.000,0.000,136,136,2.828,1.000,1.414,136.000,136,404.008,0,136.000,623,149,135.000,1.000,1.000,1.000,1.000
35,26,141.000,8.094,122,156,25.799,0.491,12.042,3666.000,143,126.433,0,3666.000,631,149,138.366,4.438,3.733,0.268,0.642
36,1,107.000,0.000,107,107,2.828,1.000,1.414,107.000,107,NaN,0,107.000,369,151,135.000,1.000,1.000,1.000,1.000
37,4,126.750,2.630,123,129,5.657,1.000,2.828,507.000,128,-933.217,0,507.000,51,152,135.000,2.000,1.000,1.000,1.000
38,16,122.062,11.880,103,143,16.142,0.772,6.325,1953.000,124,13.973,0,1953.000,276,155,18.435,4.472,1.550,0.645,0.744
