 ,Area,Mean,StdDev,Min,Max,Perim.,Circ.,Feret,IntDen,Median,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,1.0,139.000,0.000,139,139,2.828,1.000,1.414,139,139,413.008,0,139,481,23,135.000,1.000,1.000,1.000,1.000
2,1,141.000,0.000,141,141,2.828,1.000,1.414,141,141,NaN,0,141,541,41,135.000,1.000,1.000,1.000,1.000
3,1,129.000,0.000,129,129,2.828,1.000,1.414,129,129,383.008,0,129,125,49,135.000,1.000,1.000,1.000,1.000
4,3,131.333,5.859,127,138,8.485,0.524,4.243,394,129,-19290.664,0,394,587,57,135.000,1.414,4.123,0.243,0.600
5,1,143.000,0.000,143,143,2.828,1.000,1.414,143,143,-433.008,0,143,4,70,135.000,1.000,1.000,1.000,1.000
6,1,139.000,0.000,139,139,2.828,1.000,1.414,139,139,413.008,0,139,21,91,135.000,1.000,1.000,1.000,1.000
7,1,138.000,0.000,138,138,2.828,1.000,1.414,138,138,NaN,0,138,486,144,135.000,1.000,1.000,1.000,1.000
8,1,139.000,0.000,139,139,2.828,1.000,1.414,139,139,NaN,0,139,26,174,135.000,1.000,1.000,1.000,1.000
9,1,127.000,0.000,127,127,2.828,1.000,1.414,127,127,NaN,0,127,433,211,135.000,1.000,1.000,1.000,1.000
10,2,133.000,5.657,129,137,5.657,0.785,2.828,266,137,-2.000,0,266,621,213,135.000,1.414,2.646,0.378,0.667
11,10,131.000,7.760,112,137,14.142,0.628,5.657,1310,135,138.493,0,1310,578,239,45.000,3.536,1.545,0.647,0.741
12,5,127.400,7.668,115,136,10.485,0.572,4.472,637,128,-739.116,0,637,562,236,116.565,2.000,2.152,0.465,0.714
13,1,131.000,0.000,131,131,2.828,1.000,1.414,131,131,389.008,0,131,577,241,135.000,1.000,1.000,1.000,1.000
14,2,135.000,1.414,134,136,5.657,0.785,2.828,270,136,392.188,0,270,576,245,45.000,1.414,2.646,0.378,0.667
15,1,136.000,0.000,136,136,2.828,1.000,1.414,136,136,NaN,0,136,394,246,135.000,1.000,1.000,1.000,1.000
16,1,137.000,0.000,137,137,2.828,1.000,1.414,137,137,-415.008,0,137,65,257,135.000,1.000,1.000,1.000,1.000
17,1,132.000,0.000,132,132,2.828,1.000,1.414,132,132,-400.008,0,132,535,263,135.000,1.000,1.000,1.000,1.000
18,2,126.000,2.828,124,128,5.657,0.785,2.828,252,128,340.553,0,252,540,269,45.000,1.414,2.646,0.378,0.667
19,4,117.000,8.124,111,129,7.071,1.000,3.162,468,114,110.040,0,468,356,270,161.565,2.000,1.468,0.681,0.800
20,4,132.000,2.708,130,136,9.657,0.539,4.472,528,131,-0.736,0,528,539,274,63.435,1.897,3.093,0.323,0.667
21,1,138.000,0.000,138,138,2.828,1.000,1.414,138,138,NaN,0,138,450,272,135.000,1.000,1.000,1.000,1.000
