X_Value,Voltage
1.6645,-0.000241
1.665,-0.000192
1.6655,-0.000249
1.666,-0.000321
1.6665,-0.000247
1.667,-0.000306
1.6675,-0.000356
1.668,-0.000366
1.6685,-0.000356
1.669,-0.000375
1.6695,-0.000367
1.67,-0.000382
1.6705,-0.000377
1.671,-0.000435
1.6715,-0.000393
1.672,-0.000391
1.6725,-0.000441
1.673,-0.000369
1.6735,-0.00039
1.674,-0.000382
1.6745,-0.000383
1.675,-0.000402
1.6755,-0.000406
1.676,-0.000415
1.6765,-0.000439
1.677,-0.000421
1.6775,-0.000447
1.678,-0.000459
1.6785,-0.000411
1.679,-0.000388
1.6795,-0.000362
1.68,-0.000384
1.6805,-0.000373
1.681,-0.000321
1.6815,-0.000312
1.682,-0.000319
1.6825,-0.000297
1.683,-0.000245
1.6835,-0.000257
1.684,-0.000247
1.6845,-0.000225
1.685,-0.000267
1.6855,-0.000242
1.686,-0.000184
1.6865,-0.000194
1.687,-0.000139
1.6875,-0.000169
1.688,-9.43E-05
1.6885,-7.03E-05
1.689,-0.000117
1.6895,2.45E-05
1.69,1.86E-05
1.6905,3.94E-05
1.691,6.08E-05
1.6915,0.000106
1.692,0.000142
1.6925,0.000171
1.693,0.000211
1.6935,0.000245
1.694,0.000291
1.6945,0.000311
1.695,0.000355
1.6955,0.000371
1.696,0.000356
1.6965,0.000483
1.697,0.000486
1.6975,0.000557
1.698,0.000527
1.6985,0.000517
1.699,0.000645
1.6995,0.000597
1.7,0.000644
1.7005,0.000686
1.701,0.000675
1.7015,0.000792
1.702,0.000817
1.7025,0.000872
1.703,0.000935
1.7035,0.000982
1.704,0.000982
1.7045,0.001022
1.705,0.001087
1.7055,0.00114
1.706,0.0011
1.7065,0.001111
1.707,0.001244
1.7075,0.001253
1.708,0.001246
1.7085,0.001288
1.709,0.001329
1.7095,0.001403
1.71,0.001456
1.7105,0.001478
1.711,0.001582
1.7115,0.001624
1.712,0.001671
1.7125,0.001684
1.713,0.001751
1.7135,0.001762
1.714,0.001814
1.7145,0.00179
1.715,0.001855
1.7155,0.00189
1.716,0.001925
1.7165,0.001964
1.717,0.002013
1.7175,0.00199
1.718,0.002085
1.7185,0.002058
1.719,0.002119
1.7195,0.002158
1.72,0.002162
1.7205,0.002227
1.721,0.002217
1.7215,0.002269
1.722,0.002303
1.7225,0.002306
1.723,0.002346
1.7235,0.002369
1.724,0.002379
1.7245,0.002448
1.725,0.002457
1.7255,0.00247
1.726,0.002519
1.7265,0.002521
1.727,0.00253
1.7275,0.002514
1.728,0.002564
1.7285,0.002532
1.729,0.002568
1.7295,0.002594
1.73,0.002616
1.7305,0.002675
1.731,0.002687
1.7315,0.002667
1.732,0.002679
1.7325,0.002694
1.733,0.002727
1.7335,0.00266
1.734,0.002759
1.7345,0.002815
1.735,0.002725
1.7355,0.00274
1.736,0.002734
1.7365,0.002694
1.737,0.002703
1.7375,0.002691
1.738,0.002727
1.7385,0.002725
1.739,0.002692
1.7395,0.002712
1.74,0.002645
1.7405,0.00268
1.741,0.002705
1.7415,0.002691
1.742,0.002681
1.7425,0.0027
1.743,0.002675
1.7435,0.002617
1.744,0.002578
1.7445,0.002605
1.745,0.002544
1.7455,0.002533
1.746,0.002552
1.7465,0.002566
1.747,0.002465
1.7475,0.002426
1.748,0.002405
1.7485,0.002376
1.749,0.002332
1.7495,0.002381
1.75,0.002308
1.7505,0.002331
1.751,0.0023
1.7515,0.002271
1.752,0.002239
1.7525,0.00224
1.753,0.002207
1.7535,0.002232
1.754,0.00219
1.7545,0.002162
1.755,0.002117
1.7555,0.002058
1.756,0.002014
1.7565,0.001955
1.757,0.001924
1.7575,0.001885
1.758,0.001868
1.7585,0.001807
1.759,0.001814
1.7595,0.001757
1.76,0.001733
1.7605,0.001678
1.761,0.001664
1.7615,0.001586
1.762,0.001584
1.7625,0.001544
1.763,0.001537
1.7635,0.001464
1.764,0.001399
1.7645,0.001361
1.765,0.001305
1.7655,0.001266
1.766,0.001196
1.7665,0.001185
1.767,0.001094
1.7675,0.001129
1.768,0.001121
1.7685,0.00107
1.769,0.00107
1.7695,0.000957
1.77,0.000954
1.7705,0.000924
1.771,0.000874
1.7715,0.000853
1.772,0.00079
1.7725,0.000765
1.773,0.000717
1.7735,0.000682
1.774,0.000628
1.7745,0.000555
1.775,0.000553
1.7755,0.000553
1.776,0.000488
1.7765,0.000507
1.777,0.000434
1.7775,0.000432
1.778,0.000337
1.7785,0.000312
1.779,0.000286
1.7795,0.000248
1.78,0.00022
1.7805,0.000156
1.781,0.000132
1.7815,8.61E-05
1.782,7.83E-05
1.7825,4.59E-05
1.783,6.53E-05
1.7835,4.49E-07
1.784,-6.12E-05
1.7845,-9.17E-05
1.785,-0.000133
1.7855,-0.000101
1.786,-0.000175
1.7865,-0.000177
1.787,-0.000152
1.7875,-0.000229
1.788,-0.000208
1.7885,-0.000215
1.789,-0.000284
1.7895,-0.000219
1.79,-0.000264
1.7905,-0.000301
1.791,-0.000306
1.7915,-0.000279
1.792,-0.00033
1.7925,-0.000365
1.793,-0.000288
1.7935,-0.000393
1.794,-0.000366
1.7945,-0.000374
1.795,-0.000388
1.7955,-0.000347
1.796,-0.000412
1.7965,-0.000373
1.797,-0.000391
1.7975,-0.000377
1.798,-0.000334
1.7985,-0.00036
1.799,-0.000419
1.7995,-0.000391
1.8,-0.000385
1.8005,-0.000375
1.801,-0.000405
1.8015,-0.000406
1.802,-0.000411
1.8025,-0.00039
1.803,-0.000356
1.8035,-0.000384
1.804,-0.000318
1.8045,-0.000296
1.805,-0.000308
1.8055,-0.000273
1.806,-0.000306
1.8065,-0.000306
1.807,-0.000202
1.8075,-0.000233
1.808,-0.000245
1.8085,-0.000183
1.809,-0.000198
1.8095,-0.000163
1.81,-0.000183
1.8105,-9.36E-05
1.811,-9.36E-05
1.8115,-4.69E-05
1.812,-1.84E-05
1.8125,1.60E-05
1.813,4.72E-05
1.8135,4.33E-05
1.814,7.83E-05
1.8145,9.52E-05
1.815,9.52E-05
1.8155,0.000141
1.816,0.000205
1.8165,0.0002
1.817,0.000182
1.8175,0.000275
1.818,0.000249
1.8185,0.000371
1.819,0.000331
1.8195,0.000403
1.82,0.000432
1.8205,0.000506
1.821,0.000509
1.8215,0.000528
1.822,0.000542
1.8225,0.000644
1.823,0.0007
1.8235,0.000641
1.824,0.00075
1.8245,0.000767
1.825,0.000772
1.8255,0.000821
1.826,0.00082
1.8265,0.000918
1.827,0.000922
1.8275,0.000985
1.828,0.001031
1.8285,0.001052
1.829,0.001059
1.8295,0.001131
1.83,0.001176
1.8305,0.00115
1.831,0.001248
1.8315,0.001298
1.832,0.001387
1.8325,0.001447
1.833,0.001482
1.8335,0.001554
1.834,0.001517
1.8345,0.001672
1.835,0.001643
1.8355,0.001639
1.836,0.001723
1.8365,0.001758
1.837,0.001746
1.8375,0.001809
1.838,0.001776
1.8385,0.001864
1.839,0.001903
1.8395,0.001942
1.84,0.001951
1.8405,0.002024
1.841,0.002095
1.8415,0.002125
1.842,0.002198
1.8425,0.002156
1.843,0.002204
1.8435,0.002236
1.844,0.002254
1.8445,0.002175
1.845,0.002299
1.8455,0.002308
1.846,0.002333
1.8465,0.002325
1.847,0.002382
1.8475,0.002384
1.848,0.002349
1.8485,0.002406
1.849,0.002447
1.8495,0.002528
1.85,0.00249
1.8505,0.002502
1.851,0.002557
1.8515,0.002591
1.852,0.002618
1.8525,0.002643
1.853,0.002628
1.8535,0.002672
1.854,0.002696
1.8545,0.002655
1.855,0.002699
1.8555,0.002649
1.856,0.002726
1.8565,0.002733
1.857,0.002701
1.8575,0.002756
1.858,0.002674
1.8585,0.002762
1.859,0.002731
1.8595,0.002749
1.86,0.002755
1.8605,0.002761
1.861,0.002769
1.8615,0.002714
1.862,0.002716
1.8625,0.002718
1.863,0.002712
1.8635,0.002746
1.864,0.002722
1.8645,0.002742
1.865,0.002688
1.8655,0.002658
1.866,0.002686
1.8665,0.002627
1.867,0.002593
1.8675,0.002614
1.868,0.002561
1.8685,0.002567
1.869,0.002565
1.8695,0.00247
1.87,0.002466
1.8705,0.002468
1.871,0.002466
1.8715,0.00248
1.872,0.002415
1.8725,0.002461
1.873,0.00245
1.8735,0.002461
1.874,0.002448
1.8745,0.002378
1.875,0.002307
1.8755,0.002347
1.876,0.002276
1.8765,0.002215
1.877,0.002112
1.8775,0.002124
1.878,0.002147
1.8785,0.00204
1.879,0.002035
1.8795,0.002031
1.88,0.002012
1.8805,0.002023
1.881,0.001953
1.8815,0.001909
1.882,0.001913
1.8825,0.001877
1.883,0.001827
1.8835,0.001829
1.884,0.001689
1.8845,0.00167
1.885,0.001586
1.8855,0.001602
1.886,0.001465
1.8865,0.001426
1.887,0.001397
1.8875,0.001408
1.888,0.001356
1.8885,0.001356
1.889,0.001271
1.8895,0.001252
1.89,0.001235
1.8905,0.001223
1.891,0.001119
1.8915,0.001127
1.892,0.001164
1.8925,0.001018
1.893,0.00102
1.8935,0.000923
1.894,0.000861
1.8945,0.000852
1.895,0.000838
1.8955,0.000774
1.896,0.000723
1.8965,0.000712
1.897,0.000689
1.8975,0.000665
1.898,0.000627
1.8985,0.00058
1.899,0.00053
1.8995,0.000534
1.9,0.000471
1.9005,0.000414
1.901,0.00039
1.9015,0.000356
1.902,0.000303
1.9025,0.000277
1.903,0.000265
1.9035,0.000258
1.904,0.000222
1.9045,0.000185
1.905,0.000119
1.9055,0.000121
1.906,1.67E-05
1.9065,-5.39E-06
1.907,3.42E-05
1.9075,-3.39E-05
1.908,-7.42E-05
1.9085,-0.000107
1.909,-0.000122
1.9095,-0.000147
1.91,-0.000194
1.9105,-0.000181
1.911,-0.00014
1.9115,-0.000127
1.912,-0.000152
1.9125,-0.0002
1.913,-0.000223
1.9135,-0.000234
1.914,-0.00024
1.9145,-0.000257
1.915,-0.00026
1.9155,-0.000353
1.916,-0.000331
1.9165,-0.000325
1.917,-0.000375
1.9175,-0.000378
1.918,-0.000384
1.9185,-0.000374
1.919,-0.000419
1.9195,-0.000349
1.92,-0.000421
1.9205,-0.000395
1.921,-0.000371
1.9215,-0.000341
1.922,-0.00034
1.9225,-0.000357
1.923,-0.000365
1.9235,-0.000358
1.924,-0.000341
1.9245,-0.000339
1.925,-0.000331
1.9255,-0.00041
1.926,-0.000368
1.9265,-0.000381
1.927,-0.000412
1.9275,-0.000329
1.928,-0.000367
1.9285,-0.000332
1.929,-0.000314
1.9295,-0.000279
1.93,-0.00029
1.9305,-0.000245
1.931,-0.000221
1.9315,-0.000171
1.932,-0.000159
1.9325,-0.000103
1.933,-0.000108
1.9335,-7.03E-05
1.934,-9.43E-05
1.9345,-2.87E-05
1.935,-4.95E-05
1.9355,-2.42E-05
1.936,1.73E-05
1.9365,-1.38E-05
1.937,3.35E-05
1.9375,8.93E-05
1.938,9.97E-05
1.9385,0.000117
1.939,0.000123
1.9395,0.000208
1.94,0.000218
1.9405,0.000309
1.941,0.000283
1.9415,0.000331
1.942,0.000422
1.9425,0.000402
1.943,0.000455
1.9435,0.000462
1.944,0.000519
1.9445,0.000489
1.945,0.000578
1.9455,0.000577
1.946,0.000621
1.9465,0.000581
1.947,0.000604
1.9475,0.000727
1.948,0.000744
1.9485,0.00078
1.949,0.000767
1.9495,0.000806
1.95,0.000897
1.9505,0.000896
1.951,0.000999
1.9515,0.001038
1.952,0.001092
1.9525,0.001096
1.953,0.001156
1.9535,0.001211
1.954,0.001258
1.9545,0.001328
1.955,0.001364
1.9555,0.001369
1.956,0.001458
1.9565,0.001438
1.957,0.001452
1.9575,0.001493
1.958,0.001481
1.9585,0.001558
1.959,0.001643
1.9595,0.001665
1.96,0.001731
1.9605,0.00174
1.961,0.001746
1.9615,0.001798
1.962,0.00191
1.9625,0.001913
1.963,0.001933
1.9635,0.001957
1.964,0.00202
1.9645,0.002049
1.965,0.002049
1.9655,0.002122
1.966,0.002083
1.9665,0.002095
1.967,0.002138
1.9675,0.002225
1.968,0.00224
1.9685,0.00226
1.969,0.00233
1.9695,0.002382
1.97,0.002354
1.9705,0.002379
1.971,0.002431
1.9715,0.002451
1.972,0.002449
1.9725,0.002457
1.973,0.002496
1.9735,0.002469
1.974,0.002525
1.9745,0.002529
1.975,0.002587
1.9755,0.002588
1.976,0.002615
1.9765,0.002614
1.977,0.002636
1.9775,0.002668
1.978,0.002668
1.9785,0.002701
1.979,0.00267
1.9795,0.002716
1.98,0.00271
1.9805,0.002685
1.981,0.002735
1.9815,0.002691
1.982,0.002751
1.9825,0.002679
1.983,0.002688
1.9835,0.002735
1.984,0.00269
1.9845,0.002734
1.985,0.002762
1.9855,0.002673
1.986,0.002695
1.9865,0.002679
1.987,0.002685
1.9875,0.002675
1.988,0.002674
1.9885,0.002629
1.989,0.002657
1.9895,0.002593
1.99,0.002548
1.9905,0.002568
1.991,0.002537
1.9915,0.002577
1.992,0.002522
1.9925,0.002562
1.993,0.002531
1.9935,0.002511
1.994,0.002467
1.9945,0.002469
1.995,0.002471
1.9955,0.002409
1.996,0.002369
1.9965,0.002404
1.997,0.002404
1.9975,0.002324
1.998,0.00231
1.9985,0.002273
1.999,0.002225
1.9995,0.002219
2,0.002156
2.0005,0.002178
2.001,0.002116
2.0015,0.002106
2.002,0.002084
2.0025,0.002036
2.003,0.002015
2.0035,0.001959
2.004,0.001953
2.0045,0.001905
2.005,0.001882
2.0055,0.001848
2.006,0.001859
2.0065,0.001726
2.007,0.001697
2.0075,0.001659
2.008,0.001628
2.0085,0.001615
2.009,0.001552
2.0095,0.001524
2.01,0.001504
2.0105,0.00141
2.011,0.001371
2.0115,0.001319
2.012,0.001308
2.0125,0.001282
2.013,0.001257
2.0135,0.001235
2.014,0.001199
2.0145,0.001146
2.015,0.001136
2.0155,0.001072
2.016,0.001066
2.0165,0.000984
2.017,0.000965
2.0175,0.000911
2.018,0.000861
2.0185,0.000836
2.019,0.000831
2.0195,0.000776
2.02,0.000688
2.0205,0.000603
2.021,0.000558
2.0215,0.000641
2.022,0.000569
2.0225,0.000534
2.023,0.000542
2.0235,0.000453
2.024,0.000432
2.0245,0.000377
2.025,0.000418
2.0255,0.000401
2.026,0.000297
2.0265,0.000298
2.027,0.000204
2.0275,0.000186
2.028,0.000117
2.0285,2.51E-05
2.029,6.08E-05
2.0295,-2.74E-05
2.03,-1.77E-05
2.0305,-4.56E-05
2.031,-3.91E-05
2.0315,-0.000118
2.032,-0.000167
2.0325,-6.18E-05
2.033,-0.00012
2.0335,-0.000134
2.034,-0.00011
2.0345,-0.000108
2.035,-8.91E-05
2.0355,-0.000155
2.036,-0.000218
2.0365,-0.000146
2.037,-0.000234
2.0375,-0.000306
2.038,-0.000315
2.0385,-0.000355
2.039,-0.000315
2.0395,-0.000348
2.04,-0.000345
2.0405,-0.000354
2.041,-0.000347
2.0415,-0.000318
2.042,-0.000303
2.0425,-0.000339
2.043,-0.000319
2.0435,-0.000355
2.044,-0.000293
2.0445,-0.000358
2.045,-0.000323
2.0455,-0.000357
2.046,-0.000351
2.0465,-0.000388
2.047,-0.000372
2.0475,-0.00034
2.048,-0.000434
2.0485,-0.00033
2.049,-0.000388
2.0495,-0.00035
2.05,-0.000321
2.0505,-0.00032
2.051,-0.000334
2.0515,-0.000318
2.052,-0.000334
2.0525,-0.000274
2.053,-0.000231
2.0535,-0.000175
2.054,-0.000271
2.0545,-0.000234
2.055,-0.000193
2.0555,-0.000266
2.056,-0.000196
2.0565,-0.00016
2.057,-0.000107
2.0575,-0.000114
2.058,-4.24E-05
2.0585,-2.49E-05
2.059,1.60E-05
2.0595,5.95E-05
2.06,5.82E-05
2.0605,0.000116
2.061,0.000184
2.0615,0.000207
2.062,0.000153
2.0625,0.000186
2.063,0.000217
2.0635,0.000274
2.064,0.000259
2.0645,0.000318
2.065,0.00029
2.0655,0.000372
2.066,0.000425
2.0665,0.000477
2.067,0.000441
2.0675,0.000476
2.068,0.000525
2.0685,0.000573
2.069,0.00066
2.0695,0.000644
2.07,0.000638
2.0705,0.000672
2.071,0.000693
2.0715,0.000739
2.072,0.000813
2.0725,0.000828
2.073,0.000832
2.0735,0.000937
2.074,0.000937
2.0745,0.00097
2.075,0.001046
2.0755,0.001117
2.076,0.001122
2.0765,0.00121
2.077,0.001229
2.0775,0.001262
2.078,0.001262
2.0785,0.001338
2.079,0.001392
2.0795,0.001393
2.08,0.001367
2.0805,0.001512
2.081,0.001569
2.0815,0.001588
2.082,0.00161
2.0825,0.001635
2.083,0.001658
2.0835,0.001759
2.084,0.00181
2.0845,0.00183
2.085,0.001875
2.0855,0.001898
2.086,0.001925
2.0865,0.001936
2.087,0.00194
2.0875,0.002034
2.088,0.002003
2.0885,0.00208
2.089,0.00204
2.0895,0.002106
2.09,0.002152
2.0905,0.002119
2.091,0.002145
2.0915,0.002263
2.092,0.002293
2.0925,0.0023
2.093,0.002296
2.0935,0.002278
2.094,0.002389
2.0945,0.002326
2.095,0.002371
2.0955,0.002387
2.096,0.002459
2.0965,0.002504
2.097,0.002463
2.0975,0.002559
2.098,0.002587
2.0985,0.002489
2.099,0.002541
2.0995,0.002553
2.1,0.002612
2.1005,0.002677
2.101,0.002699
2.1015,0.002651
2.102,0.002664
2.1025,0.002698
2.103,0.002693
2.1035,0.00268
2.104,0.00271
2.1045,0.002747
2.105,0.002749
2.1055,0.002681
2.106,0.002699
2.1065,0.002731
2.107,0.002724
2.1075,0.0026
2.108,0.002652
2.1085,0.00272
2.109,0.002743
2.1095,0.002666
2.11,0.002678
2.1105,0.002672
2.111,0.002648
2.1115,0.002643
2.112,0.002627
2.1125,0.002599
2.113,0.002658
2.1135,0.002593
2.114,0.002545
2.1145,0.002541
2.115,0.00255
2.1155,0.002474
2.116,0.00249
2.1165,0.002516
2.117,0.002487
2.1175,0.002432
2.118,0.002433
2.1185,0.002438
2.119,0.002439
2.1195,0.002374
2.12,0.002344
2.1205,0.002324
2.121,0.002337
2.1215,0.002324
2.122,0.002302
2.1225,0.002273
2.123,0.002165
2.1235,0.002215
2.124,0.002149
2.1245,0.002171
2.125,0.002116
2.1255,0.00206
2.126,0.002053
2.1265,0.001979
2.127,0.001938
2.1275,0.001943
2.128,0.001919
2.1285,0.001861
2.129,0.001916
2.1295,0.001808
2.13,0.001718
2.1305,0.001796
2.131,0.001659
2.1315,0.001653
2.132,0.001626
2.1325,0.001603
2.133,0.001537
2.1335,0.001443
2.134,0.001439
2.1345,0.001372
2.135,0.001351
2.1355,0.001275
2.136,0.001255
2.1365,0.001268
2.137,0.00117
2.1375,0.001156
2.138,0.001159
2.1385,0.001103
2.139,0.001031
2.1395,0.00104
2.14,0.001005
2.1405,0.000954
2.141,0.000928
2.1415,0.000892
2.142,0.000874
2.1425,0.000799
2.143,0.000789
2.1435,0.000723
2.144,0.000723
2.1445,0.000676
2.145,0.000619
2.1455,0.000606
2.146,0.000547
2.1465,0.000503
2.147,0.000511
2.1475,0.000423
2.148,0.000427
2.1485,0.000362
2.149,0.000352
2.1495,0.000301
2.15,0.000308
2.1505,0.000187
2.151,0.000176
2.1515,0.000106
2.152,0.000125
2.1525,7.44E-05
2.153,8.87E-05
2.1535,3.22E-05
2.154,3.94E-05
2.1545,-5.39E-06
2.155,-4.17E-05
2.1555,-9.36E-05
2.156,-0.000125
2.1565,-8.84E-05
2.157,-7.74E-05
2.1575,-0.000155
2.158,-0.000154
2.1585,-0.000172
2.159,-0.000229
2.1595,-0.000258
2.16,-0.00024
2.1605,-0.000312
2.161,-0.000288
2.1615,-0.000255
2.162,-0.000285
2.1625,-0.000314
2.163,-0.000271
2.1635,-0.000322
2.164,-0.000277
2.1645,-0.000334
2.165,-0.00032
2.1655,-0.000365
2.166,-0.000316
2.1665,-0.000338
2.167,-0.000312
2.1675,-0.00035
2.168,-0.000368
2.1685,-0.000375
2.169,-0.000417
2.1695,-0.000384
2.17,-0.000364
2.1705,-0.000437
2.171,-0.000388
2.1715,-0.000369
2.172,-0.000332
2.1725,-0.00034
2.173,-0.000316
2.1735,-0.000349
2.174,-0.000356
2.1745,-0.00031
2.175,-0.000275
2.1755,-0.000243
2.176,-0.000288
2.1765,-0.000279
2.177,-0.000197
2.1775,-0.000269
2.178,-0.000245
2.1785,-0.000218
2.179,-0.0002
2.1795,-0.000141
2.18,-0.000127
2.1805,-8.45E-05
2.181,-8.26E-05
2.1815,4.49E-07
2.182,-7.74E-05
2.1825,2.19E-05
2.183,5.95E-05
2.1835,8.87E-05
2.184,7.57E-05
2.1845,0.000118
2.185,0.000162
2.1855,0.000185
2.186,0.000231
2.1865,0.00021
2.187,0.000211
2.1875,0.000265
2.188,0.000317
2.1885,0.000315
2.189,0.000332
2.1895,0.00042
2.19,0.000466
2.1905,0.000424
2.191,0.000486
2.1915,0.00054
2.192,0.000553
2.1925,0.000607
2.193,0.000628
2.1935,0.000645
2.194,0.000709
2.1945,0.00073
2.195,0.000736
2.1955,0.000811
2.196,0.000786
2.1965,0.000867
2.197,0.000926
2.1975,0.000866
2.198,0.00103
2.1985,0.001057
2.199,0.00112
2.1995,0.001087
2.2,0.001128
2.2005,0.001158
2.201,0.001235
2.2015,0.001256
2.202,0.001306
2.2025,0.00138
2.203,0.00139
2.2035,0.001434
2.204,0.001408
2.2045,0.001476
2.205,0.001499
2.2055,0.001605
2.206,0.001638
2.2065,0.001643
2.207,0.00172
2.2075,0.001748
2.208,0.001741
2.2085,0.00175
2.209,0.001819
2.2095,0.001891
2.21,0.0019
2.2105,0.001963
2.211,0.001962
2.2115,0.001986
2.212,0.002012
2.2125,0.002085
2.213,0.002134
2.2135,0.002138
2.214,0.002196
2.2145,0.002202
2.215,0.002197
2.2155,0.002254
2.216,0.002316
2.2165,0.002269
2.217,0.002304
2.2175,0.002347
2.218,0.002365
2.2185,0.002402
2.219,0.002395
2.2195,0.002385
2.22,0.002502
2.2205,0.002478
2.221,0.002547
2.2215,0.002531
2.222,0.002562
2.2225,0.002546
2.223,0.002572
2.2235,0.002607
2.224,0.002613
2.2245,0.002629
2.225,0.002599
2.2255,0.002696
2.226,0.002678
2.2265,0.002603
2.227,0.002639
2.2275,0.002653
2.228,0.002649
2.2285,0.002655
2.229,0.002639
2.2295,0.002641
2.23,0.002728
2.2305,0.002736
2.231,0.002679
2.2315,0.002695
2.232,0.002655
2.2325,0.002669
2.233,0.002678
2.2335,0.002681
2.234,0.00266
2.2345,0.002624
2.235,0.002646
2.2355,0.002604
2.236,0.002522
2.2365,0.002546
2.237,0.002534
2.2375,0.002496
2.238,0.002552
2.2385,0.002531
2.239,0.002453
2.2395,0.002479
2.24,0.002451
2.2405,0.002468
2.241,0.002442
2.2415,0.002412
2.242,0.002399
2.2425,0.002427
2.243,0.002404
2.2435,0.002332
2.244,0.002276
2.2445,0.002393
2.245,0.002301
2.2455,0.002315
2.246,0.00227
2.2465,0.002228
2.247,0.002211
2.2475,0.002073
2.248,0.002036
2.2485,0.002068
2.249,0.002037
2.2495,0.001999
2.25,0.001954
2.2505,0.001927
2.251,0.001871
2.2515,0.00191
2.252,0.001861
2.2525,0.001835
2.253,0.001839
2.2535,0.00177
2.254,0.001739
2.2545,0.001656
2.255,0.001739
2.2555,0.001574
2.256,0.001594
2.2565,0.001527
2.257,0.001475
2.2575,0.001445
2.258,0.001377
2.2585,0.001363
2.259,0.001268
2.2595,0.001224
2.26,0.001249
2.2605,0.001128
2.261,0.001177
2.2615,0.001155
2.262,0.001149
2.2625,0.001126
2.263,0.001038
2.2635,0.001044
2.264,0.001004
2.2645,0.00092
2.265,0.000845
2.2655,0.000793
2.266,0.000712
2.2665,0.000662
2.267,0.000667
2.2675,0.000631
2.268,0.000573
2.2685,0.000608
2.269,0.000571
2.2695,0.00054
2.27,0.000485
2.2705,0.000494
2.271,0.000451
2.2715,0.000499
2.272,0.000395
2.2725,0.000338
2.273,0.000364
2.2735,0.000305
2.274,0.000252
2.2745,0.000158
2.275,0.000112
2.2755,0.00012
2.276,9.91E-05
2.2765,3.35E-05
2.277,1.99E-05
2.2775,-5.86E-05
2.278,-1.90E-05
2.2785,-3.52E-05
2.279,-6.90E-05
2.2795,-7.35E-05
2.28,-0.000125
2.2805,-9.82E-05
2.281,-0.000171
2.2815,-0.00014
2.282,-0.000168
2.2825,-0.00021
2.283,-0.000164
2.2835,-0.000246
2.284,-0.000217
2.2845,-0.000207
2.285,-0.000286
2.2855,-0.000277
2.286,-0.000291
2.2865,-0.000277
2.287,-0.000344
2.2875,-0.000349
2.288,-0.000332
2.2885,-0.000299
2.289,-0.000365
2.2895,-0.000352
2.29,-0.000404
2.2905,-0.000313
2.291,-0.000277
2.2915,-0.000319
2.292,-0.000316
2.2925,-0.000364
2.293,-0.000279
2.2935,-0.000273
2.294,-0.000316
2.2945,-0.000342
2.295,-0.00035
2.2955,-0.00029
2.296,-0.000332
2.2965,-0.000381
2.297,-0.000399
2.2975,-0.00038
2.298,-0.000305
2.2985,-0.000331
2.299,-0.000275
2.2995,-0.000329
2.3,-0.000243
2.3005,-0.000256
2.301,-0.000213
2.3015,-0.000227
2.302,-0.000199
2.3025,-0.000179
2.303,-0.000136
2.3035,-0.000127
2.304,-0.000122
2.3045,-7.09E-05
2.305,-6.38E-05
2.3055,-2.49E-05
2.306,-3.65E-05
2.3065,-3.91E-05
2.307,2.64E-05
2.3075,8.24E-06
2.308,7.31E-05
2.3085,0.0001
2.309,0.000159
2.3095,0.000191
2.31,0.000268
2.3105,0.000271
2.311,0.000244
2.3115,0.000346
2.312,0.000373
2.3125,0.000422
2.313,0.000444
2.3135,0.000431
2.314,0.000515
2.3145,0.000503
2.315,0.000588
2.3155,0.000559
2.316,0.000577
2.3165,0.000607
2.317,0.000633
2.3175,0.000654
2.318,0.000694
2.3185,0.000719
2.319,0.000791
2.3195,0.000787
2.32,0.000954
2.3205,0.000941
2.321,0.000958
2.3215,0.000976
2.322,0.001033
2.3225,0.001057
2.323,0.00112
2.3235,0.001081
2.324,0.001138
2.3245,0.001196
2.325,0.001279
2.3255,0.001321
2.326,0.001361
2.3265,0.00137
2.327,0.001463
2.3275,0.001544
2.328,0.001533
2.3285,0.001569
2.329,0.00156
2.3295,0.001658
2.33,0.001624
2.3305,0.001656
2.331,0.001682
2.3315,0.001736
2.332,0.001914
2.3325,0.00183
2.333,0.001822
2.3335,0.001885
2.334,0.001997
2.3345,0.002012
2.335,0.002018
2.3355,0.002062
2.336,0.002066
2.3365,0.002206
2.337,0.002174
2.3375,0.002114
2.338,0.002118
2.3385,0.00219
2.339,0.002219
2.3395,0.002236
2.34,0.002198
2.3405,0.002232
2.341,0.002307
2.3415,0.00238
2.342,0.002377
2.3425,0.002359
2.343,0.002426
2.3435,0.002505
2.344,0.002562
2.3445,0.002522
2.345,0.002515
2.3455,0.002537
2.346,0.00253
2.3465,0.002597
2.347,0.00251
2.3475,0.002561
2.348,0.002593
2.3485,0.002603
2.349,0.002565
2.3495,0.002605
2.35,0.002576
2.3505,0.002642
2.351,0.002692
2.3515,0.002725
2.352,0.002733
2.3525,0.002655
2.353,0.002709
2.3535,0.002752
2.354,0.002718
2.3545,0.002688
2.355,0.002618
2.3555,0.002681
2.356,0.002658
2.3565,0.002641
2.357,0.002602
2.3575,0.002553
2.358,0.002577
2.3585,0.0026
2.359,0.002539
2.3595,0.002511
2.36,0.002511
2.3605,0.002572
2.361,0.002542
2.3615,0.002523
2.362,0.002483
2.3625,0.002527
2.363,0.002536
2.3635,0.002511
2.364,0.00242
2.3645,0.002468
2.365,0.002452
2.3655,0.00243
2.366,0.002389
2.3665,0.002356
2.367,0.002276
2.3675,0.002314
2.368,0.0023
2.3685,0.002272
2.369,0.00224
2.3695,0.00221
2.37,0.002279
2.3705,0.002148
2.371,0.002156
2.3715,0.002084
2.372,0.002103
2.3725,0.002061
2.373,0.002081
2.3735,0.00199
