0	0.012103
4.00E-05	0.012093
8.00E-05	0.012062
0.00012	0.012167
0.00016	0.012069
0.0002	0.012134
0.00024	0.012114
0.00028	0.01218
0.00032	0.012156
0.00036	0.012143
0.0004	0.012119
0.00044	0.012173
0.00048	0.012136
0.00052	0.012268
0.00056	0.012137
0.0006	0.01226
0.00064	0.012174
0.00068	0.012221
0.00072	0.012259
0.00076	0.012232
0.0008	0.012245
0.00084	0.012285
0.00088	0.012292
0.00092	0.012375
0.00096	0.01237
0.001	0.012369
0.00104	0.012399
0.00108	0.012293
0.00112	0.012337
0.00116	0.012312
0.0012	0.012339
0.00124	0.012483
0.00128	0.012372
0.00132	0.012413
0.00136	0.012459
0.0014	0.012492
0.00144	0.012406
0.00148	0.012496
0.00152	0.01261
0.00156	0.012468
0.0016	0.012512
0.00164	0.012559
0.00168	0.0125
0.00172	0.012579
0.00176	0.012548
0.0018	0.012586
0.00184	0.01261
0.00188	0.012607
0.00192	0.012655
0.00196	0.012599
0.002	0.012658
0.00204	0.012655
0.00208	0.012715
0.00212	0.01271
0.00216	0.012694
0.0022	0.012757
0.00224	0.012724
0.00228	0.012725
0.00232	0.012799
0.00236	0.012741
0.0024	0.012663
0.00244	0.01269
0.00248	0.012819
0.00252	0.012786
0.00256	0.012777
0.0026	0.012836
0.00264	0.012806
0.00268	0.012828
0.00272	0.012861
0.00276	0.01291
0.0028	0.012826
0.00284	0.012868
0.00288	0.012851
0.00292	0.012895
0.00296	0.012843
0.003	0.012871
0.00304	0.012854
0.00308	0.012891
0.00312	0.01286
0.00316	0.012943
0.0032	0.012925
0.00324	0.012956
0.00328	0.013019
0.00332	0.012919
0.00336	0.013015
0.0034	0.013064
0.00344	0.013036
0.00348	0.01308
0.00352	0.013065
0.00356	0.013071
0.0036	0.013019
0.00364	0.013052
0.00368	0.01307
0.00372	0.013071
0.00376	0.013123
0.0038	0.013131
0.00384	0.013215
0.00388	0.013183
0.00392	0.013117
0.00396	0.013156
0.004	0.013139
0.00404	0.013227
0.00408	0.013177
0.00412	0.01318
0.00416	0.013257
0.0042	0.013254
0.00424	0.013141
0.00428	0.013198
0.00432	0.013238
0.00436	0.013212
0.0044	0.013218
0.00444	0.013236
0.00448	0.01325
